SKU_종이,,,,,,,,,,,,,,,,,,,,,,,,,,,,
종이류 우선 정비본입니다. 구가격과 구품절 상태는 현재 운영 값이 아니라 과거 참고값입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sku_code_draft,product_code,제품군,SKU명,규격유형,가로_mm,세로_mm,높이_mm,지름_mm,띠길이_mm,띠폭_mm,색상,재질,1차포장수량,1차포장단위,2차포장수량,2차포장단위,판매단위수량,판매단위,구제품단가_부가세별도,구판매가격_부가세별도,구상태,공식사이트등재,공식사이트표기,검증상태,검증메모,원본행,출처_구엑셀,출처_공식사이트
S-MUFF-039,P-PPR-003,머핀컵,머핀컵 45mm 분홍,원형,,,40,45,,,분홍,노루지,,,,,,,,,사이트 취소선 표기,예,45mm / 높이 40mm / 분홍 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-040,P-PPR-003,머핀컵,머핀컵 45mm 노랑줄무늬,원형,,,40,45,,,노랑줄무늬,노루지,,,,,,,,,사이트 추가 후보,예,45mm / 높이 40mm / 노랑줄무늬 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-041,P-PPR-003,머핀컵,머핀컵 40mm 주황,원형,,,30,40,,,주황,노루지,,,,,,,,,사이트 취소선 표기,예,40mm / 높이 30mm / 주황 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-042,P-PPR-003,머핀컵,머핀컵 40mm 파랑,원형,,,30,40,,,파랑,노루지,,,,,,,,,사이트 취소선 표기,예,40mm / 높이 30mm / 파랑 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-043,P-PPR-003,머핀컵,머핀컵 40mm 분홍,원형,,,30,40,,,분홍,노루지,,,,,,,,,사이트 취소선 표기,예,40mm / 높이 30mm / 분홍 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-044,P-PPR-003,머핀컵,머핀컵 28mm 주황,원형,,,25,28,,,주황,노루지,,,,,,,,,사이트 취소선 표기,예,28mm / 높이 25mm / 주황 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-045,P-PPR-003,머핀컵,머핀컵 28mm 분홍,원형,,,25,28,,,분홍,노루지,,,,,,,,,사이트 취소선 표기,예,28mm / 높이 25mm / 분홍 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-046,P-PPR-003,머핀컵,머핀컵 24mm 무색,원형,,,20,24,,,무색,유산지,,,,,,,,,사이트 추가 후보,예,24mm / 높이 20mm / 무색 / 유산지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-047,P-PPR-003,머핀컵,머핀컵 24mm 빨강,원형,,,20,24,,,빨강,노루지,,,,,,,,,사이트 추가 후보,예,24mm / 높이 20mm / 빨강 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-048,P-PPR-003,머핀컵,머핀컵 24mm 주황,원형,,,20,24,,,주황,노루지,,,,,,,,,사이트 추가 후보,예,24mm / 높이 20mm / 주황 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-049,P-PPR-003,머핀컵,머핀컵 24mm 노랑,원형,,,20,24,,,노랑,노루지,,,,,,,,,사이트 추가 후보,예,24mm / 높이 20mm / 노랑 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-050,P-PPR-003,머핀컵,머핀컵 24mm 초록,원형,,,20,24,,,초록,노루지,,,,,,,,,사이트 추가 후보,예,24mm / 높이 20mm / 초록 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-051,P-PPR-003,머핀컵,머핀컵 24mm 파랑,원형,,,20,24,,,파랑,노루지,,,,,,,,,사이트 추가 후보,예,24mm / 높이 20mm / 파랑 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-052,P-PPR-003,머핀컵,머핀컵 24mm 초코,원형,,,20,24,,,초코,노루지,,,,,,,,,사이트 추가 후보,예,24mm / 높이 20mm / 초코 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MUFF-053,P-PPR-003,머핀컵,머핀컵 24mm 분홍,원형,,,20,24,,,분홍,노루지,,,,,,,,,사이트 취소선 표기,예,24mm / 높이 20mm / 분홍 / 노루지,검증필요,공식사이트에는 등재되나 구엑셀 포장·가격 정보 없음; 현재 생산·재고 여부 확인 필요,,,https://hjcorn.co.kr/20
S-CASS-001,P-PPR-009,카시우스,카시우스 무색,사각,45,45,70,,,,무색,유산지,,,,,,,,,기재없음,예,45×45×70mm,검증필요,규격·포장수량·현재 생산 여부 확인 필요,,,https://hjcorn.co.kr/20
S-CASS-002,P-PPR-009,카시우스,카시우스 분홍무늬,사각,45,45,70,,,,분홍무늬,노루지,,,,,,,,,기재없음,예,45×45×70mm,검증필요,규격·포장수량·현재 생산 여부 확인 필요,,종이 제품군 품목 목록.xlsx,https://hjcorn.co.kr/20
S-CASS-003,P-PPR-009,카시우스,카시우스 초코무늬,사각,45,45,70,,,,초코무늬,노루지,,,,,,,,,기재없음,예,45×45×70mm,검증필요,규격·포장수량·현재 생산 여부 확인 필요,,종이 제품군 품목 목록.xlsx,https://hjcorn.co.kr/20
S-SQMF-001,P-PPR-010,사각 머핀컵,사각 머핀컵 갈색 꽃무늬,사각,45,45,35,,,,갈색 꽃무늬,노루지,,,,,,,,,기재없음,예,45×45×35mm,검증필요,규격·포장수량·현재 생산 여부 확인 필요,,,https://hjcorn.co.kr/20
S-SQMF-002,P-PPR-010,사각 머핀컵,사각 머핀컵 주황 꽃무늬,사각,45,45,35,,,,주황 꽃무늬,노루지,,,,,,,,,기재없음,예,45×45×35mm,검증필요,규격·포장수량·현재 생산 여부 확인 필요,,,https://hjcorn.co.kr/20
S-MADE-001,P-PPR-011,마들렌 컵,마들렌 컵 노랑,미확인,,,,,,,노랑,,,,,,,,,,기재없음,미확인,,검증필요,규격·포장수량·현재 생산 여부 확인 필요,,종이 제품군 품목 목록.xlsx,
